Original File name;Location;Suppliers Reference;Title;Description;Year;Creator;Keywords;caption;image_id;IMAGE LINK
BEC 2005-078-1-28[V2].tif;British Empire and Commonwealth Collections at Bristol Archives;2005/078/1/28;Lieut. Corbett Winder;"Lieutenant facing camera, with a dog and another man behind

Original manuscript caption: Lieut. Corbett Winder";c. 1910;;Kenya;Lieut. Corbett Winder;204500;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/1ead12839779ddff1ddee8d873395a40
BEC 2005-078-1-31[V2].tif;British Empire and Commonwealth Collections at Bristol Archives;2005/078/1/31;Capt. Robertson-Eustace;"Man standing on verandah with plants below, holding a pith helmet.

Original manuscript caption: Capt. Robertson-Eustace";c. 1910;;Kenya;Capt. Robertson-Eustace;204503;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/8b7f232886cfec81334376424915db1e
BEC 2005-078-1-39[V2].tif;British Empire and Commonwealth Collections at Bristol Archives;2005/078/1/39;German mail;"Steamship on water

Original manuscript caption: German mail";c. 1910;;Kenya;German mail;204511;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/7feaa43c07dfa0a7a89934cfb1f33a23
BEC 2005-078-1-52[V2].tif;British Empire and Commonwealth Collections at Bristol Archives;2005/078/1/52;Mr. Ewart A.D.S.P.;"Profile view of man in garden

Original manuscript caption: Mr. Ewart A.D.S.P.";c. 1910;;Kenya;Mr. Ewart A.D.S.P.;204525;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/a1e832df3227d538979343320def6979
BEC 2005-078-1-64[v2].tif;British Empire and Commonwealth Collections at Bristol Archives;2005/078/1/64;Port Said + entrance to the canal;"View of Port Said from the deck of a ship

Original manuscript caption: Port Said + entrance to the canal";c. 1910;;Egypt;Port Said + entrance to the canal;204538;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/624e794358e6cff26038adb4832768cb
BEC 2005-078-1-77[v2].tif;British Empire and Commonwealth Collections at Bristol Archives;2005/078/1/77;Suez, from the deck of a ship;"View of the Suez canal from the deck of a ship

Original manuscript caption: Suez";c. 1910;;Egypt;Suez, from the deck of a ship;204551;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/ccba50046724e599e57ba272faece449
BEC 2005-078-1-82[v2].tif;British Empire and Commonwealth Collections at Bristol Archives;2005/078/1/82;Aden by moonlight;"Hills of Aden seen across water

Original manuscript caption: Aden by moonlight";c. 1910;;"Aden
Yemen";Aden by moonlight;205204;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/21b773c104e654b557d15ffd778d2af7
BEC 2005-078-1-111[v2].tif;British Empire and Commonwealth Collections at Bristol Archives;2005/078/1/111;Police lines;"Low buildings at edge of parade ground with uniformed figures in background.

Original manuscript caption: Police lines";c. 1910;;"Somalia
Jubaland";Police lines;205233;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/7a7e526aea50d75d48bfd9fc997b800c
BEC 2005-078-1-114[v2].tif;British Empire and Commonwealth Collections at Bristol Archives;2005/078/1/114;The Beach, Kismayu;"View of beach and sea along the Somali coast.

Original manuscript caption: The Beach, Kismayu";c. 1910;;"Somalia
Jubaland";The Beach, Kismayu;205236;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/82d4a544cd0479f22e1f66a446f642a1
BEC 2005-078-1-118[v2].tif;British Empire and Commonwealth Collections at Bristol Archives;2005/078/1/118;Portrait of Somali man;"Portrait of a Somali man standing on a beach

Original manuscript caption: A Somali";c. 1910;;"Somalia
Jubaland";Portrait of Somali man;205240;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/7488922d1f571543e79b7311a3887cd7
BEC 2005-078-1-131[v2].tif;British Empire and Commonwealth Collections at Bristol Archives;2005/078/1/131;Group of Somali women;"Group of three Somali women wearing headscarves and carrying pots.

Original manuscript caption: Somali Ladies";c. 1910;;"Somalia
Jubaland";Group of Somali women;205254;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/46ed8f247c03d4a0dee5bdbeadd76dca
BEC 2005-078-1-146[v2].tif;British Empire and Commonwealth Collections at Bristol Archives;2005/078/1/146;Elliott's verandah;"Elliot seated among palm fronds, behind a signalling lamp.

Original manuscript caption: Quick ? [blurred] in foreground. Signalling lamp behind";c. 1910;;"Somalia
Jubaland";Elliott's verandah;205269;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/68996ad9aa9f64556ef284b9ea3f50f9
BEC 2005-078-1-206[v2].tif;British Empire and Commonwealth Collections at Bristol Archives;2005/078/1/206;Hunted wildebeest;"Two African men leaning over a dead wildebeest, holding it up by the horns

Original manuscript caption: Wildebeaste by Bois";c. 1910;;"Somalia
Jubaland";Hunted wildebeest;205329;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/d80f2d7ef14e7f7e754d27d65070458c
BEC 2005-078-1-213[v2].tif;British Empire and Commonwealth Collections at Bristol Archives;2005/078/1/213;Hunted buffalo;"European man with shotgun standing by a dead buffalo

Buffalo. One we did not shoot bagged by Maling of the K.A.R.";c. 1910;;"Somalia
Jubaland";Hunted buffalo;205336;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/f925125aa802931ec716af1958583e36
BEC 2005-078-1-214[v2].tif;British Empire and Commonwealth Collections at Bristol Archives;2005/078/1/214;Hunted gazelle;"A Somalian man holds up a dead gazelle's horns to show its face

Original manuscript caption: A fair Peterseye by Elliott";c. 1910;;"Somalia
Jubaland";Hunted gazelle;205337;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/29bf5f2dc614e1d3dd7517abb36db1ab
BEC 2005-078-1-221[v2].tif;British Empire and Commonwealth Collections at Bristol Archives;2005/078/1/221;Looking down over Port Said and the lighthouse;"View looking down over streets and buildings of Port Said, with the lighthouse in the distance

Printed caption (partly legible): No. 24 Assemble...Port Said et le Phare";c. 1910;;Egypt;Looking down over Port Said and the lighthouse;205344;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/f8b537bd82993bce8d437c55503ef3a8
BEC 2005-078-1-228[v2].tif;British Empire and Commonwealth Collections at Bristol Archives;2005/078/1/228;Hunted kudu;"An African man holds up a dead antelope's horns to show its face

Original manuscript caption: Lesser Kudoo Bois";c. 1910;;"Somalia
Jubaland";Hunted kudu;205351;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/32c5e693c272686468b408d52277f859
BEC 2005-078-1-231[v2].tif;British Empire and Commonwealth Collections at Bristol Archives;2005/078/1/231;Panorama of Kismayu;"Panoramic view of Kismayu created from 4 photographs, showing coastline, thatched huts and formal buildings

Original manuscript caption: Kismayu";c. 1910;;"Somalia
Jubaland";Panorama of Kismayu;204374;
8042.tif;British Empire and Commonwealth Collections at Bristol Archives;2001/243/1/1/2/100;Lounging in a colonial garden;"Two young European women lounge in a hammock in a garden, probably in Simla, shading themselves from the sun with parasols as they relax and read books. 

This photograph is a copy of another image from the same album, where the women are captioned as ""K"" and Peggy.";1920;;India;Lounging in a colonial garden;121318;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/6620e33bf04062343485aefdf0bcb9cd
8043.tif;British Empire and Commonwealth Collections at Bristol Archives;2001/243/1/1/2/102;Winthrop relaxing with friends;"A group of friends, including Winthrop, relaxing around a shaded swing seat in a colonial garden, probably in Simla.

Original manuscript caption:  'K' - Jock - HEW - Peggy";1920;;India;Winthrop relaxing with friends;121319;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/6dcbe8cf3d15e74bd6d17268e08a82fc
8065.tif;British Empire and Commonwealth Collections at Bristol Archives;2001/243/1/1/2/286;British officer with bombs on airfield;A British soldier stands by a cluster of bombs on an airfield in the middle-east.;1923;;Iraq;British officer with bombs on airfield;121342;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/a8e59208a0115b6ed2a0a56e5ae2fb65
2001-243-1-1-3-17.tif;British Empire and Commonwealth Collections at Bristol Archives;2001/243/1/1/3/17;Government House, Lahore;"Front elevation of Government House.

Original manuscript caption: GOVERNMENT HOUSE Lahore 1920";1920;;"Pakistan
India";Government House, Lahore;215196;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/17c61d0e9011cdcd4bfb0832d9d6c9cf
7981.tif;British Empire and Commonwealth Collections at Bristol Archives;2001/243/1/1/3/31;The Palace, Mandi;"View down a driveway, looking towards the rear of a large, palatial residence, where Winthrop travelled for an Investiture and State Banquet.

Original manuscript caption: THE PALACE MANDI";1920;;India;The Palace, Mandi;116648;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/4f79de6e3e91084794047dfc3358142f
2001-243-1-1-3-32.tif;British Empire and Commonwealth Collections at Bristol Archives;2001/243/1/1/3/32;Marquee tents, Suket;"View of marquee style tents in Suket, presumably set up for the Raja's investiture overseen by Lieutenant Governor Maclagan.

Original manuscript caption: SUKET";Mar-20;;India;Marquee tents, Suket;215202;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/4a3d600c2bd5f210a5d1ed2c483ceb5d
2001-243-1-1-3-44.tif;British Empire and Commonwealth Collections at Bristol Archives;2001/243/1/1/3/44;Cattle Fair;"Distant landscape view of a plain and hills with cattle grazing in the foreground. Presumably taken en route to or from Suket at the time of the Raja's investiture.

Original manuscript caption: Cattle Fair";1920;;India;Cattle Fair;215212;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/53c6e8dc28bd2452cc368f153203ee84
2001-243-1-1-3-54.tif;British Empire and Commonwealth Collections at Bristol Archives;2001/243/1/1/3/54;Canal bank picnic, Abazai;"Group shot of Winthrop's friends eating on the ground at their bathing picnic, Abazai. Two people in the foreground are named in the caption.

Original manuscript caption: D.F.    Almond";11-Apr-20;;"Pakistan
India";Canal bank picnic, Abazai;215221;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/320279478e44274d8541fa03718fcbc4
7985.tif;British Empire and Commonwealth Collections at Bristol Archives;2001/243/1/1/3/59;Sikh men at the Harimandir Sahib;"A group of Sikh men stand in front of an ornate archway at the entrance to the Harimandir Sahib, or Golden Temple.

Original manuscript caption:  GOLDEN TEMPLE 26/2/1920
Rur Singh";26-Feb-20;;India;Sikh men at the Harimandir Sahib;115566;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/77ef5bb38a50902f31478902be3707f0
7987.tif;British Empire and Commonwealth Collections at Bristol Archives;2001/243/1/1/3/64;The Chaugan, Chamba;"People mill about and relax on the wide, grassy Chaugan in the centre of Chamba. The Chaugan was created by the British as a public promenade and recreation ground to play sports such as cricket. Winthrop was here from the 22nd-25th April 1920 for the installation of the Raja by Governor Maclagan.

Original manuscript caption: THE CHAUGAN";Apr-20;;India;The Chaugan, Chamba;115967;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/d5f1a3dfeb0c8cfb0cacdb8523eddfd2
2001-243-1-1-3-68.tif;British Empire and Commonwealth Collections at Bristol Archives;2001/243/1/1/3/68;State Barracks, Chamba;"View across an open grassy space to the State Forces Barracks, Chamba.

Original manuscript caption: STATE BARRACKS";Apr-20;;India;State Barracks, Chamba;215232;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/fad39063b78d3d9670897a2104837841
2001-243-1-1-3-78.tif;British Empire and Commonwealth Collections at Bristol Archives;2001/243/1/1/3/78;Arriving at the Durbar, Chamba;"Indian and European VIP guests arrive at the Akhand Chandi Palace in Chamba for the Durbar, presumably the installation of the Raja by Lieutenant Governor Maclagan.

Original manuscript caption: Arriving at the Durbar";24-Apr-20;;India;Arriving at the Durbar, Chamba;215242;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/fb08314f8991b4d9273fb745b3d5f801
2170.tif;British Empire and Commonwealth Collections at Bristol Archives;2003/071/1/1/3/16;Banyan trees, Kolkata;"A mass of sprawling foliage belonging to a plantation of Banyan trees at the botantical gardens in Kolkata. A standing figure gives a clue as to the scale of the trees. 

Original manuscript caption: Banian Tree. Botanical Gardens Calcutta";c. 1900;;India;Banyan trees, Kolkata;121045;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/593d67fe82688d1987db0f0e7b1e043e
2139.tif;British Empire and Commonwealth Collections at Bristol Archives;2003/071/1/1/3/19;The Bank of Bengal, Patna;"View, possibly a side elevation, of the Bank of Bengal building in Patna, built in 1862.

Original manuscript caption: Bank of Bengal Patna";c. 1905;;India;The Bank of Bengal, Patna;114996;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/be255b3a44409728f30de704359366ad
